Welcome to the Feature Selection Algorithm
Do you want to test the 'LARGE' or 'SMALL' dataset? Input large/small in CAPS please: large
Which dataset do you want to test? Please input from 1-100 for the desired dataset: 28
Do you want to run Forward Selection or Backward Elimination? Enter 1 or 2 for the respective algorithm: 2
Running Data/Ver_2_CS170_Fall_2021_LARGE_data__28.txt
This dataset has 50 features(excluding class attribute) with 2000 instances
Starting from the empty set, our default rate is 83.8

--Removing feature 27 from current set yields accuracy of 74.75 
--Removing feature 36 from current set yields accuracy of 73.65 
--Removing feature 42 from current set yields accuracy of 74.5 
--Removing feature 48 from current set yields accuracy of 73.5 
--Removing feature 49 from current set yields accuracy of 74.8 
--Removing feature 50 from current set yields accuracy of 74.05 
At level 38, I removed feature 16 from the current set to achieve an accuracy of 75.45

On the 39th level of the search tree
--Removing feature 2 from current set yields accuracy of 74.8 
--Removing feature 9 from current set yields accuracy of 74.2 
--Removing feature 10 from current set yields accuracy of 74.95 
--Removing feature 17 from current set yields accuracy of 74.3 
--Removing feature 21 from current set yields accuracy of 74.35 
--Removing feature 24 from current set yields accuracy of 73.95 
--Removing feature 27 from current set yields accuracy of 74.5 
--Removing feature 36 from current set yields accuracy of 74.25 
--Removing feature 42 from current set yields accuracy of 73.8 
--Removing feature 48 from current set yields accuracy of 74.35 
--Removing feature 49 from current set yields accuracy of 74.3 
--Removing feature 50 from current set yields accuracy of 74.75 
At level 39, I removed feature 10 from the current set to achieve an accuracy of 74.95

On the 40th level of the search tree
--Removing feature 2 from current set yields accuracy of 74.65 
--Removing feature 9 from current set yields accuracy of 74.4 
--Removing feature 17 from current set yields accuracy of 73.45 
--Removing feature 21 from current set yields accuracy of 74.45 
--Removing feature 24 from current set yields accuracy of 74.25 
--Removing feature 27 from current set yields accuracy of 74.5 
--Removing feature 36 from current set yields accuracy of 73.9 
--Removing feature 42 from current set yields accuracy of 74.15 
--Removing feature 48 from current set yields accuracy of 74.35 
--Removing feature 49 from current set yields accuracy of 74.4 
--Removing feature 50 from current set yields accuracy of 74.35 
At level 40, I removed feature 2 from the current set to achieve an accuracy of 74.65

On the 41th level of the search tree
--Removing feature 9 from current set yields accuracy of 74.25 
--Removing feature 17 from current set yields accuracy of 72.7 
--Removing feature 21 from current set yields accuracy of 73.8 
--Removing feature 24 from current set yields accuracy of 74.0 
--Removing feature 27 from current set yields accuracy of 73.95 
--Removing feature 36 from current set yields accuracy of 73.3 
--Removing feature 42 from current set yields accuracy of 74.3 
--Removing feature 48 from current set yields accuracy of 75.05 
--Removing feature 49 from current set yields accuracy of 74.0 
--Removing feature 50 from current set yields accuracy of 74.2 
At level 41, I removed feature 48 from the current set to achieve an accuracy of 75.05

On the 42th level of the search tree
--Removing feature 9 from current set yields accuracy of 73.95 
--Removing feature 17 from current set yields accuracy of 74.3 
--Removing feature 21 from current set yields accuracy of 73.7 
--Removing feature 24 from current set yields accuracy of 73.55 
--Removing feature 27 from current set yields accuracy of 73.7 
--Removing feature 36 from current set yields accuracy of 73.4 
--Removing feature 42 from current set yields accuracy of 74.4 
--Removing feature 49 from current set yields accuracy of 74.3 
--Removing feature 50 from current set yields accuracy of 74.45 
At level 42, I removed feature 50 from the current set to achieve an accuracy of 74.45

On the 43th level of the search tree
--Removing feature 9 from current set yields accuracy of 74.0 
--Removing feature 17 from current set yields accuracy of 72.6 
--Removing feature 21 from current set yields accuracy of 73.45 
--Removing feature 24 from current set yields accuracy of 72.9 
--Removing feature 27 from current set yields accuracy of 74.0 
--Removing feature 36 from current set yields accuracy of 73.55 
--Removing feature 42 from current set yields accuracy of 74.55 
--Removing feature 49 from current set yields accuracy of 74.7 
At level 43, I removed feature 49 from the current set to achieve an accuracy of 74.7

On the 44th level of the search tree
--Removing feature 9 from current set yields accuracy of 73.25 
--Removing feature 17 from current set yields accuracy of 72.5 
--Removing feature 21 from current set yields accuracy of 72.7 
--Removing feature 24 from current set yields accuracy of 74.75 
--Removing feature 27 from current set yields accuracy of 73.35 
--Removing feature 36 from current set yields accuracy of 72.95 
--Removing feature 42 from current set yields accuracy of 74.85 
At level 44, I removed feature 42 from the current set to achieve an accuracy of 74.85

On the 45th level of the search tree
--Removing feature 9 from current set yields accuracy of 73.65 
--Removing feature 17 from current set yields accuracy of 72.9 
--Removing feature 21 from current set yields accuracy of 72.5 
--Removing feature 24 from current set yields accuracy of 74.1 
--Removing feature 27 from current set yields accuracy of 73.8 
--Removing feature 36 from current set yields accuracy of 73.5 
At level 45, I removed feature 24 from the current set to achieve an accuracy of 74.1

On the 46th level of the search tree
--Removing feature 9 from current set yields accuracy of 72.7 
--Removing feature 17 from current set yields accuracy of 73.3 
--Removing feature 21 from current set yields accuracy of 72.3 
--Removing feature 27 from current set yields accuracy of 74.55 
--Removing feature 36 from current set yields accuracy of 73.4 
At level 46, I removed feature 27 from the current set to achieve an accuracy of 74.55

On the 47th level of the search tree
--Removing feature 9 from current set yields accuracy of 71.65 
--Removing feature 17 from current set yields accuracy of 72.15 
--Removing feature 21 from current set yields accuracy of 71.4 
--Removing feature 36 from current set yields accuracy of 74.2 
At level 47, I removed feature 36 from the current set to achieve an accuracy of 74.2

On the 48th level of the search tree
--Removing feature 9 from current set yields accuracy of 72.55 
--Removing feature 17 from current set yields accuracy of 73.0 
--Removing feature 21 from current set yields accuracy of 73.8
At level 48, I removed feature 21 from the current set to achieve an accuracy of 73.8

On the 49th level of the search tree
--Removing feature 9 from current set yields accuracy of 71.2
--Removing feature 17 from current set yields accuracy of 72.2
At level 49, I removed feature 17 from the current set to achieve an accuracy of 72.2

On the 50th level of the search tree
--Removing feature 9 from current set yields accuracy of 83.8
At level 50, I removed feature 9 from the current set to achieve an accuracy of 83.8
Highest accuracy recorded was at: 83.8 with a set of: 9
Program took 40521.118 seconds to run and finished at 21:01:31
